,客户编号,交易时间,交易金额,基金类型,基金编号
917,9873,2016-04-27 10:25:09,3368,理财型,4663.0
918,9873,2016-04-27 10:25:09,3476,QDII-指数,161128.0
919,9873,2016-04-27 10:25:09,3490,QDII,3243.0
920,9873,2016-04-27 10:25:09,3652,QDII,4419.0
921,9874,2016-04-07 10:25:09,3779,货币型,1867.0
922,9874,2016-04-27 10:25:09,4067,货币型,5107.0
923,9874,2016-04-27 10:25:09,3854,定开债券,3530.0
924,9874,2016-04-07 10:25:09,3520,QDII,2880.0
925,9874,2016-04-07 10:25:09,3814,货币型,392001.0
926,9874,2016-04-27 10:25:09,4073,定开债券,202.0
927,9875,2016-04-07 10:25:09,3904,QDII-指数,164705.0
928,9875,2016-04-07 10:25:09,4087,联接基金,6215.0
929,9875,2016-04-07 10:25:09,3527,货币型,1624.0
930,9875,2016-04-27 10:25:09,3533,货币型,410002.0
931,9875,2016-04-07 10:25:09,3562,定开债券,2109.0
932,9876,2016-04-07 10:25:09,4006,定开债券,238.0
933,9876,2016-04-27 10:25:09,4041,定开债券,470088.0
934,9876,2016-04-07 10:25:09,3855,混合-FOF,5759.0
935,9876,2016-04-27 10:25:09,3920,联接基金,1052.0
936,9876,2016-04-27 10:25:09,3578,联接基金,110019.0
937,9876,2016-04-27 10:25:09,3948,联接基金,202015.0
938,9877,2016-04-07 10:25:09,3698,货币型,4939.0
939,9877,2016-04-07 10:25:09,3517,理财型,690012.0
940,9877,2016-04-27 10:25:09,3917,定开债券,415.0
941,9877,2016-04-07 10:25:09,3980,货币型,2672.0
942,9877,2016-04-27 10:25:09,3894,货币型,4896.0
943,9877,2016-04-07 10:25:09,3403,QDII,161815.0
944,9878,2016-04-27 10:25:09,3367,定开债券,346.0
945,9878,2016-04-07 10:25:09,4008,定开债券,1019.0
946,9878,2016-04-07 10:25:09,3615,联接基金,87.0
947,9878,2016-04-27 10:25:09,3562,定开债券,160132.0
948,9878,2016-04-27 10:25:09,3448,QDII,2401.0
949,9878,2016-04-27 10:25:09,3730,货币型,4398.0
950,9879,2016-04-27 10:25:09,3584,定开债券,166902.0
951,9879,2016-04-07 10:25:09,3672,货币型,4169.0
952,9879,2016-04-07 10:25:09,3722,货币型,830.0
953,9879,2016-04-27 10:25:09,3513,QDII,5441.0
954,9879,2016-04-27 10:25:09,3372,货币型,3711.0
955,9880,2016-04-27 10:25:09,3651,定开债券,624.0
956,9880,2016-04-07 10:25:09,3496,联接基金,5813.0
957,9880,2016-04-27 10:25:09,3875,债券型,5828.0
958,9880,2016-04-27 10:25:09,4045,定开债券,296.0
959,9880,2016-04-07 10:25:09,3440,货币型,4841.0
960,9880,2016-04-07 10:25:09,4075,定开债券,1750.0
961,9881,2016-04-27 10:25:09,3803,定开债券,400.0
962,9881,2016-04-27 10:25:09,3770,货币型,150005.0
963,9881,2016-04-27 10:25:09,3555,混合-FOF,5157.0
964,9881,2016-04-27 10:25:09,3629,货币型,464.0
965,9881,2016-04-07 10:25:09,3384,联接基金,5737.0
966,9882,2016-04-27 10:25:09,3748,联接基金,2977.0
967,9882,2016-04-27 10:25:09,4050,联接基金,5881.0
968,9882,2016-04-07 10:25:09,4029,联接基金,6293.0
969,9882,2016-04-07 10:25:09,3422,混合-FOF,6305.0
970,9882,2016-04-07 10:25:09,3483,混合型,4270.0
971,9883,2016-04-27 10:25:09,3848,货币型,1175.0
972,9883,2016-04-27 10:25:09,3422,货币型,100025.0
973,9883,2016-04-27 10:25:09,4055,理财型,360019.0
974,9883,2016-04-07 10:25:09,4083,联接基金,5881.0
975,9883,2016-04-07 10:25:09,3803,股票型,3230.0
976,9884,2016-04-07 10:25:09,4030,QDII,320013.0
977,9884,2016-04-07 10:25:09,3830,定开债券,164702.0
978,9884,2016-04-27 10:25:09,3550,其他型,2403.0
979,9884,2016-04-07 10:25:09,3945,货币型,797.0
980,9884,2016-04-07 10:25:09,3672,QDII-指数,369.0
981,9884,2016-04-27 10:25:09,3553,货币型,4039.0
982,9885,2016-04-27 10:25:09,3657,QDII-指数,161125.0
983,9885,2016-04-27 10:25:09,3420,QDII,342.0
984,9885,2016-04-07 10:25:09,3508,货币型,5016.0
985,9885,2016-04-07 10:25:09,3527,货币型,693.0
986,9885,2016-04-07 10:25:09,3631,货币型,4072.0
987,9886,2016-04-27 10:25:09,3926,货币型,690010.0
988,9886,2016-04-27 10:25:09,3959,货币型,5092.0
989,9886,2016-04-27 10:25:09,4048,货币型,2917.0
990,9886,2016-04-27 10:25:09,3650,混合-FOF,5958.0
991,9886,2016-04-07 10:25:09,3517,其他型,990.0
992,9887,2016-04-27 10:25:09,3980,货币型,4178.0
993,9887,2016-04-07 10:25:09,3389,QDII,457001.0
994,9887,2016-04-07 10:25:09,3673,理财型,809.0
995,9887,2016-04-27 10:25:09,3417,定开债券,161911.0
996,9887,2016-04-27 10:25:09,3583,联接基金,5693.0
997,9888,2016-04-27 10:25:09,3480,理财型,3879.0
998,9888,2016-04-07 10:25:09,3708,混合-FOF,6292.0
999,9888,2016-04-07 10:25:09,3974,定开债券,160515.0
1000,9888,2016-04-27 10:25:09,3426,理财型,485118.0
1001,9888,2016-04-07 10:25:09,3396,QDII,539001.0
1002,9889,2016-04-27 10:25:09,3492,定开债券,268.0
1003,9889,2016-04-27 10:25:09,3413,联接基金,2974.0
1004,9889,2016-04-07 10:25:09,3804,货币型,2183.0
1005,9889,2016-04-27 10:25:09,3414,货币型,2260.0
1006,9889,2016-04-07 10:25:09,3720,定开债券,246.0
1007,9890,2016-04-27 10:25:09,3830,理财型,470014.0
1008,9890,2016-04-27 10:25:09,3913,货币型,3678.0
1009,9890,2016-04-27 10:25:09,3857,货币型,389.0
1010,9890,2016-04-07 10:25:09,3711,联接基金,6215.0
1011,9890,2016-04-07 10:25:09,4056,联接基金,4253.0
1012,9890,2016-04-27 10:25:09,3725,QDII,262001.0
1013,9891,2016-04-27 10:25:09,3971,定开债券,623.0
1014,9891,2016-04-07 10:25:09,3701,QDII,165513.0
1015,9891,2016-04-07 10:25:09,3609,理财型,783.0
1016,9891,2016-04-27 10:25:09,3597,股票型,2168.0
1017,9891,2016-04-07 10:25:09,3400,QDII,163813.0
1018,9892,2016-04-07 10:25:09,3690,定开债券,720.0
1019,9892,2016-04-07 10:25:09,3907,货币型,4770.0
1020,9892,2016-04-07 10:25:09,3687,QDII,274.0
1021,9892,2016-04-27 10:25:09,3925,定开债券,1750.0
1022,9892,2016-04-07 10:25:09,3731,股票型,2980.0
1023,9892,2016-04-07 10:25:09,3817,货币型,4097.0
1024,9893,2016-04-07 10:25:09,3611,联接基金,2610.0
1025,9893,2016-04-27 10:25:09,4045,定开债券,728.0
1026,9893,2016-04-27 10:25:09,3805,货币型,645.0
1027,9893,2016-04-27 10:25:09,3471,货币型,202301.0
1028,9893,2016-04-27 10:25:09,3899,定开债券,163210.0
1029,9894,2016-04-27 10:25:09,3673,联接基金,4643.0
1030,9894,2016-04-07 10:25:09,3872,联接基金,110021.0
1031,9894,2016-04-27 10:25:09,3751,QDII,539003.0
1032,9894,2016-04-27 10:25:09,3822,货币型,5058.0
1033,9894,2016-04-27 10:25:09,4041,货币型,2957.0
1034,9894,2016-04-27 10:25:09,4003,联接基金,257060.0
1035,9895,2016-04-27 10:25:09,4079,联接基金,5803.0
1036,9895,2016-04-07 10:25:09,3469,联接基金,4343.0
1037,9895,2016-04-27 10:25:09,3406,QDII-指数,160213.0
1038,9895,2016-04-07 10:25:09,4033,联接基金,5737.0
1039,9895,2016-04-07 10:25:09,3607,其他型,44.0
1040,9896,2016-04-27 10:25:09,3529,联接基金,1064.0
1041,9896,2016-04-07 10:25:09,3431,货币型,4368.0
1042,9896,2016-04-07 10:25:09,3734,定开债券,3531.0
1043,9896,2016-04-07 10:25:09,3823,货币型,198.0
1044,9896,2016-04-27 10:25:09,3773,联接基金,70023.0
1045,9897,2016-04-07 10:25:09,3428,联接基金,110020.0
1046,9897,2016-04-07 10:25:09,4040,货币型,4121.0
1047,9897,2016-04-07 10:25:09,3847,债券型,50111.0
1048,9897,2016-04-27 10:25:09,3785,混合型,4130.0
1049,9897,2016-04-07 10:25:09,3894,货币型,644.0
1050,9897,2016-04-27 10:25:09,4013,货币型,162206.0
1051,9898,2016-04-07 10:25:09,3601,货币型,895.0
1052,9898,2016-04-07 10:25:09,3606,定开债券,4438.0
1053,9898,2016-04-27 10:25:09,3719,QDII-指数,270027.0
1054,9898,2016-04-07 10:25:09,3914,定开债券,222.0
1055,9898,2016-04-27 10:25:09,3930,货币型,3022.0
1056,9898,2016-04-07 10:25:09,3971,其他创新,3816.0
1057,9899,2016-04-27 10:25:09,3623,定开债券,268.0
1058,9899,2016-04-07 10:25:09,4072,货币型,5065.0
1059,9899,2016-04-27 10:25:09,3472,货币型,832.0
1060,9899,2016-04-27 10:25:09,3538,债券型,4.0
1061,9899,2016-04-27 10:25:09,3349,联接基金,5555.0
1062,9899,2016-04-07 10:25:09,3656,联接基金,160119.0
1063,9900,2016-04-07 10:25:09,3680,定开债券,346.0
1064,9900,2016-04-07 10:25:09,3812,混合-FOF,6305.0
1065,9900,2016-04-07 10:25:09,4022,货币型,2709.0
1066,9900,2016-04-27 10:25:09,3808,联接基金,4742.0
1067,9900,2016-04-27 10:25:09,3515,货币型,509.0
1068,9900,2016-04-27 10:25:09,3529,货币型,981.0
1069,9901,2016-04-27 10:25:09,3656,QDII,160216.0
1070,9901,2016-04-27 10:25:09,4044,定开债券,6171.0
1071,9901,2016-04-27 10:25:09,3755,定开债券,4804.0
1072,9901,2016-04-07 10:25:09,3396,理财型,70035.0
1073,9901,2016-04-27 10:25:09,3677,联接基金,1133.0
1074,9902,2016-04-07 10:25:09,3775,理财型,470030.0
1075,9902,2016-04-27 10:25:09,3572,货币型,300.0
1076,9902,2016-04-27 10:25:09,3350,定开债券,720.0
1077,9902,2016-04-07 10:25:09,3457,QDII,5440.0
1078,9902,2016-04-07 10:25:09,3723,其他型,486.0
1079,9903,2016-04-07 10:25:09,4045,混合-FOF,6321.0
1080,9903,2016-04-07 10:25:09,3545,联接基金,162711.0
1081,9903,2016-04-27 10:25:09,3639,货币型,2889.0
1082,9903,2016-04-07 10:25:09,3719,混合型,6279.0
1083,9903,2016-04-07 10:25:09,3394,混合型,2269.0
1084,9903,2016-04-07 10:25:09,3424,其他型,1041.0
1085,9904,2016-04-07 10:25:09,4061,QDII,6373.0
1086,9904,2016-04-07 10:25:09,3870,QDII-指数,4243.0
1087,9904,2016-04-27 10:25:09,3782,货币型,50003.0
1088,9904,2016-04-27 10:25:09,4030,其他型,1693.0
1089,9904,2016-04-07 10:25:09,4080,定开债券,5383.0
1090,9904,2016-04-07 10:25:09,3805,货币型,519878.0
1091,9905,2016-04-27 10:25:09,3792,QDII,80006.0
1092,9905,2016-04-07 10:25:09,3954,定开债券,2741.0
1093,9905,2016-04-27 10:25:09,3377,混合型,519655.0
1094,9905,2016-04-07 10:25:09,3732,联接基金,5874.0
1095,9905,2016-04-27 10:25:09,3622,定开债券,361.0
1096,9905,2016-04-27 10:25:09,4062,定开债券,160132.0
1097,9906,2016-04-07 10:25:09,3551,货币型,661.0
1098,9906,2016-04-07 10:25:09,3891,货币型,868.0
1099,9906,2016-04-07 10:25:09,3700,定开债券,160134.0
1100,9906,2016-04-27 10:25:09,3718,货币型,424.0
1101,9906,2016-04-27 10:25:09,3746,货币型,540.0
1102,9907,2016-04-07 10:25:09,3624,货币型,519568.0
1103,9907,2016-04-07 10:25:09,3741,定开债券,4803.0
1104,9907,2016-04-27 10:25:09,3935,货币型,1812.0
1105,9907,2016-04-27 10:25:09,3615,联接基金,6248.0
1106,9907,2016-04-27 10:25:09,3649,QDII,100050.0
1107,9907,2016-04-27 10:25:09,3968,联接基金,2974.0
1108,9908,2016-04-07 10:25:09,3703,定开债券,183.0
1109,9908,2016-04-27 10:25:09,4066,定开债券,111.0
1110,9908,2016-04-07 10:25:09,3350,理财型,360019.0
1111,9908,2016-04-27 10:25:09,3866,货币型,920.0
1112,9908,2016-04-27 10:25:09,3883,联接基金,6196.0
1113,9908,2016-04-27 10:25:09,3677,理财型,110050.0
1114,9909,2016-04-27 10:25:09,3810,定开债券,3683.0
1115,9909,2016-04-27 10:25:09,3389,联接基金,100053.0
1116,9909,2016-04-27 10:25:09,3523,定开债券,106.0
1117,9909,2016-04-07 10:25:09,3865,QDII,1668.0
1118,9909,2016-04-07 10:25:09,4003,QDII,2880.0
1119,9910,2016-04-07 10:25:09,3538,货币型,2243.0
1120,9910,2016-04-27 10:25:09,3821,理财型,70035.0
1121,9910,2016-04-27 10:25:09,3501,定开债券,2048.0
1122,9910,2016-04-07 10:25:09,3942,货币型,618.0
1123,9910,2016-04-27 10:25:09,4029,定开债券,470089.0
1124,9910,2016-04-07 10:25:09,3958,货币型,202308.0
1125,9911,2016-04-07 10:25:09,3691,货币型,1101.0
1126,9911,2016-04-07 10:25:09,3474,理财型,270046.0
1127,9911,2016-04-27 10:25:09,3534,定开债券,86.0
1128,9911,2016-04-07 10:25:09,3494,联接基金,6246.0
1129,9911,2016-04-07 10:25:09,3612,定开债券,624.0
1130,9912,2016-04-27 10:25:09,3943,债券型,6173.0
1131,9912,2016-04-07 10:25:09,3766,QDII,3972.0
1132,9912,2016-04-07 10:25:09,3511,定开债券,3406.0
1133,9912,2016-04-27 10:25:09,3787,QDII,1668.0
1134,9912,2016-04-27 10:25:09,3597,联接基金,160119.0
1135,9912,2016-04-27 10:25:09,3918,其他型,5099.0
1136,9913,2016-04-27 10:25:09,3482,定开债券,138.0
1137,9913,2016-04-07 10:25:09,3478,货币型,464.0
1138,9913,2016-04-07 10:25:09,4057,分级杠杆,150153.0
1139,9913,2016-04-27 10:25:09,3543,货币型,159002.0
1140,9913,2016-04-27 10:25:09,3638,联接基金,519686.0
1141,9913,2016-04-27 10:25:09,3497,定开债券,160128.0
1142,9914,2016-04-07 10:25:09,3627,联接基金,20021.0
1143,9914,2016-04-27 10:25:09,3385,其他型,3430.0
1144,9914,2016-04-07 10:25:09,3907,货币型,4938.0
1145,9914,2016-04-07 10:25:09,3825,理财型,40029.0
1146,9914,2016-04-27 10:25:09,3396,货币型,509.0
1147,9914,2016-04-07 10:25:09,4048,联接基金,161211.0
1148,9915,2016-04-27 10:25:09,3991,定开债券,3092.0
1149,9915,2016-04-07 10:25:09,3420,联接基金,5737.0
1150,9915,2016-04-27 10:25:09,4082,联接基金,6214.0
1151,9915,2016-04-07 10:25:09,3629,联接基金,1455.0
1152,9915,2016-04-27 10:25:09,4055,QDII,160723.0
1153,9916,2016-04-27 10:25:09,3841,定开债券,100072.0
1154,9916,2016-04-07 10:25:09,3607,QDII,2877.0
1155,9916,2016-04-07 10:25:09,3581,定开债券,160515.0
1156,9916,2016-04-27 10:25:09,3683,货币型,4097.0
1157,9916,2016-04-27 10:25:09,3617,货币型,392001.0
1158,9917,2016-04-27 10:25:09,3434,理财型,89.0
1159,9917,2016-04-07 10:25:09,3812,定开债券,163211.0
1160,9917,2016-04-27 10:25:09,3944,货币型,519518.0
1161,9917,2016-04-27 10:25:09,3983,QDII,539001.0
1162,9917,2016-04-07 10:25:09,3459,联接基金,5998.0
1163,9918,2016-04-27 10:25:09,3785,联接基金,5582.0
1164,9918,2016-04-27 10:25:09,4023,定开债券,3273.0
1165,9918,2016-04-07 10:25:09,3561,QDII,377016.0
1166,9918,2016-04-27 10:25:09,3868,货币型,1991.0
1167,9918,2016-04-27 10:25:09,3510,货币型,519888.0
1168,9918,2016-04-07 10:25:09,3879,其他型,5100.0
1169,9919,2016-04-07 10:25:09,3882,货币型,4701.0
1170,9919,2016-04-07 10:25:09,3720,QDII,377016.0
1171,9919,2016-04-07 10:25:09,3598,定开债券,160131.0
1172,9919,2016-04-07 10:25:09,3720,货币型,3515.0
1173,9919,2016-04-07 10:25:09,3576,联接基金,1180.0
1174,9920,2016-04-07 10:25:09,3686,股票型,549.0
1175,9920,2016-04-27 10:25:09,3909,联接基金,6293.0
1176,9920,2016-04-27 10:25:09,3740,货币型,704.0
1177,9920,2016-04-27 10:25:09,3355,债券型,5752.0
1178,9920,2016-04-27 10:25:09,3789,理财型,660016.0
1179,9921,2016-04-27 10:25:09,3964,混合型,2367.0
1180,9921,2016-04-07 10:25:09,3946,货币型,710.0
1181,9921,2016-04-27 10:25:09,3616,定开债券,4024.0
1182,9921,2016-04-27 10:25:09,4012,联接基金,470068.0
1183,9921,2016-04-07 10:25:09,3522,货币型,2202.0
1184,9921,2016-04-07 10:25:09,3426,QDII,6476.0
1185,9922,2016-04-07 10:25:09,3687,理财型,530028.0
1186,9922,2016-04-07 10:25:09,3906,联接基金,1344.0
1187,9922,2016-04-07 10:25:09,3986,联接基金,6697.0
1188,9922,2016-04-27 10:25:09,3415,联接基金,519032.0
1189,9922,2016-04-27 10:25:09,3804,货币型,740601.0
1190,9922,2016-04-07 10:25:09,3518,混合-FOF,6305.0
1191,9923,2016-04-27 10:25:09,3355,货币型,3022.0
1192,9923,2016-04-27 10:25:09,3613,定开债券,3051.0
1193,9923,2016-04-07 10:25:09,3859,QDII,539002.0
1194,9923,2016-04-07 10:25:09,3708,QDII-指数,161127.0
1195,9923,2016-04-07 10:25:09,3546,QDII,50020.0
1196,9923,2016-04-07 10:25:09,3827,联接基金,2610.0
1197,9924,2016-04-07 10:25:09,3847,货币型,20031.0
1198,9924,2016-04-27 10:25:09,3601,联接基金,519706.0
1199,9924,2016-04-07 10:25:09,4026,货币型,331.0
1200,9924,2016-04-27 10:25:09,3478,定开债券,3092.0
1201,9924,2016-04-27 10:25:09,3385,QDII,206006.0
1202,9924,2016-04-07 10:25:09,3616,货币型,1251.0
1203,9925,2016-04-27 10:25:09,3693,货币型,1669.0
1204,9925,2016-04-27 10:25:09,3538,货币型,779.0
1205,9925,2016-04-27 10:25:09,3435,货币型,3246.0
1206,9925,2016-04-27 10:25:09,3629,混合-FOF,5958.0
1207,9925,2016-04-27 10:25:09,3730,联接基金,460220.0
1208,9926,2016-04-07 10:25:09,4085,联接基金,40180.0
1209,9926,2016-04-07 10:25:09,3550,货币型,4865.0
1210,9926,2016-04-07 10:25:09,3664,联接基金,5554.0
1211,9926,2016-04-07 10:25:09,3589,联接基金,270026.0
1212,9926,2016-04-07 10:25:09,3515,联接基金,2977.0
1213,9926,2016-04-07 10:25:09,3865,混合型,200001.0
1214,9927,2016-04-07 10:25:09,3857,联接基金,202017.0
1215,9927,2016-04-07 10:25:09,3862,联接基金,1133.0
1216,9927,2016-04-07 10:25:09,3478,QDII-指数,160141.0
1217,9927,2016-04-27 10:25:09,3975,货币型,2759.0
1218,9927,2016-04-27 10:25:09,3951,混合型,2496.0
1219,9928,2016-04-27 10:25:09,4066,QDII,1936.0
1220,9928,2016-04-07 10:25:09,3352,混合-FOF,6507.0
1221,9928,2016-04-27 10:25:09,3381,定开债券,6171.0
1222,9928,2016-04-07 10:25:09,3406,货币型,370010.0
1223,9928,2016-04-27 10:25:09,3635,货币型,360003.0
1224,9929,2016-04-27 10:25:09,3576,定开债券,400.0
1225,9929,2016-04-07 10:25:09,3585,定开债券,2689.0
1226,9929,2016-04-07 10:25:09,3713,货币型,4060.0
1227,9929,2016-04-27 10:25:09,3661,QDII,988.0
1228,9929,2016-04-07 10:25:09,4048,联接基金,5581.0
1229,9929,2016-04-27 10:25:09,3496,货币型,519568.0
1230,9930,2016-04-07 10:25:09,3554,定开债券,4254.0
1231,9930,2016-04-07 10:25:09,3754,联接基金,1455.0
1232,9930,2016-04-07 10:25:09,3497,QDII,377016.0
1233,9930,2016-04-07 10:25:09,3356,联接基金,4597.0
1234,9930,2016-04-07 10:25:09,3487,货币型,2235.0
1235,9930,2016-04-27 10:25:09,3947,定开债券,163824.0
1236,9931,2016-04-07 10:25:09,3637,联接基金,4642.0
1237,9931,2016-04-07 10:25:09,3756,定开债券,2904.0
1238,9931,2016-04-27 10:25:09,3488,QDII-指数,614.0
1239,9931,2016-04-07 10:25:09,4051,混合型,3493.0
1240,9931,2016-04-27 10:25:09,3996,联接基金,5639.0
1241,9932,2016-04-27 10:25:09,3596,定开债券,100073.0
1242,9932,2016-04-27 10:25:09,3706,定开债券,1860.0
1243,9932,2016-04-27 10:25:09,3366,定开债券,166904.0
1244,9932,2016-04-27 10:25:09,3876,其他型,1516.0
1245,9932,2016-04-07 10:25:09,3572,定开债券,2946.0
1246,9932,2016-04-27 10:25:09,3834,QDII,40021.0
1247,9933,2016-04-07 10:25:09,3836,联接基金,460300.0
1248,9933,2016-04-27 10:25:09,3934,QDII,486001.0
1249,9933,2016-04-07 10:25:09,3901,QDII,6373.0
1250,9933,2016-04-27 10:25:09,3542,联接基金,2978.0
1251,9933,2016-04-07 10:25:09,3603,货币型,4701.0
1252,9934,2016-04-07 10:25:09,3944,货币型,519588.0
1253,9934,2016-04-07 10:25:09,3991,定开债券,470088.0
1254,9934,2016-04-27 10:25:09,4056,定开债券,116.0
1255,9934,2016-04-27 10:25:09,3997,混合-FOF,6297.0
1256,9934,2016-04-07 10:25:09,3807,货币型,3479.0
1257,9934,2016-04-27 10:25:09,3810,货币型,687.0
1258,9935,2016-04-27 10:25:09,3767,货币型,785.0
1259,9935,2016-04-07 10:25:09,3592,混合型,3378.0
1260,9935,2016-04-07 10:25:09,3377,联接基金,50021.0
1261,9935,2016-04-07 10:25:09,3657,股票指数,2236.0
1262,9935,2016-04-27 10:25:09,3954,定开债券,470088.0
1263,9936,2016-04-07 10:25:09,3717,货币型,3042.0
1264,9936,2016-04-07 10:25:09,3733,定开债券,3051.0
1265,9936,2016-04-27 10:25:09,3443,QDII,41.0
1266,9936,2016-04-07 10:25:09,3769,定开债券,161911.0
1267,9936,2016-04-07 10:25:09,3616,QDII,320013.0
1268,9937,2016-04-27 10:25:09,3922,QDII,160644.0
1269,9937,2016-04-27 10:25:09,3448,其他型,5101.0
1270,9937,2016-04-07 10:25:09,3431,理财型,809.0
1271,9937,2016-04-27 10:25:09,3826,定开债券,235.0
1272,9937,2016-04-27 10:25:09,3610,混合-FOF,5958.0
1273,9937,2016-04-27 10:25:09,3727,货币型,4179.0
1274,9938,2016-04-07 10:25:09,3667,货币型,4372.0
1275,9938,2016-04-07 10:25:09,3461,QDII,4419.0
1276,9938,2016-04-07 10:25:09,3893,货币型,4372.0
1277,9938,2016-04-07 10:25:09,3829,理财型,380010.0
1278,9938,2016-04-07 10:25:09,3719,定开债券,163210.0
1279,9939,2016-04-07 10:25:09,3431,QDII,2891.0
1280,9939,2016-04-07 10:25:09,3851,混合型,310328.0
1281,9939,2016-04-27 10:25:09,3508,定开债券,111.0
1282,9939,2016-04-27 10:25:09,3923,货币型,4173.0
1283,9939,2016-04-27 10:25:09,3918,定开债券,161618.0
1284,9940,2016-04-27 10:25:09,3385,混合-FOF,5156.0
1285,9940,2016-04-07 10:25:09,3435,货币型,3316.0
1286,9940,2016-04-27 10:25:09,3493,货币型,868.0
1287,9940,2016-04-27 10:25:09,4056,联接基金,5555.0
1288,9940,2016-04-07 10:25:09,3824,定开债券,2395.0
1289,9941,2016-04-27 10:25:09,3863,理财型,485122.0
1290,9941,2016-04-27 10:25:09,4020,联接基金,216.0
1291,9941,2016-04-27 10:25:09,3869,定开债券,5185.0
1292,9941,2016-04-07 10:25:09,3723,定开债券,3200.0
1293,9941,2016-04-07 10:25:09,3433,货币型,855.0
1294,9941,2016-04-27 10:25:09,3966,定开债券,623.0
1295,9942,2016-04-27 10:25:09,4037,定开债券,5185.0
1296,9942,2016-04-07 10:25:09,4082,定开债券,5714.0
1297,9942,2016-04-07 10:25:09,3702,货币型,370010.0
1298,9942,2016-04-27 10:25:09,3463,QDII,934.0
1299,9942,2016-04-07 10:25:09,3679,联接基金,1180.0
1300,9942,2016-04-07 10:25:09,3814,股票指数,501058.0
1301,9943,2016-04-27 10:25:09,4048,货币型,217004.0
1302,9943,2016-04-27 10:25:09,3837,货币型,5134.0
1303,9943,2016-04-07 10:25:09,3957,定开债券,1860.0
1304,9943,2016-04-27 10:25:09,3587,货币型,2184.0
1305,9943,2016-04-07 10:25:09,3448,货币型,981.0
1306,9944,2016-04-27 10:25:09,3822,定开债券,437.0
1307,9944,2016-04-07 10:25:09,3366,定开债券,437.0
1308,9944,2016-04-27 10:25:09,3581,货币型,1624.0
1309,9944,2016-04-27 10:25:09,3656,QDII,160719.0
1310,9944,2016-04-27 10:25:09,3549,货币型,2747.0
1311,9944,2016-04-07 10:25:09,3583,QDII,470888.0
1312,9945,2016-04-07 10:25:09,3538,货币型,2883.0
1313,9945,2016-04-07 10:25:09,3562,联接基金,2900.0
1314,9945,2016-04-07 10:25:09,4079,联接基金,1361.0
1315,9945,2016-04-27 10:25:09,3369,QDII,6373.0
1316,9945,2016-04-07 10:25:09,4010,联接基金,4752.0
1317,9945,2016-04-07 10:25:09,3380,QDII-指数,161831.0
1318,9946,2016-04-07 10:25:09,3687,定开债券,3071.0
1319,9946,2016-04-27 10:25:09,3649,联接基金,3766.0
1320,9946,2016-04-27 10:25:09,3395,货币型,4216.0
1321,9946,2016-04-07 10:25:09,3365,定开债券,235.0
1322,9946,2016-04-27 10:25:09,3918,定开债券,817.0
1323,9946,2016-04-27 10:25:09,4060,理财型,1057.0
1324,9947,2016-04-27 10:25:09,3402,货币型,693.0
1325,9947,2016-04-27 10:25:09,3694,混合-FOF,6322.0
1326,9947,2016-04-07 10:25:09,3728,定开债券,111.0
1327,9947,2016-04-27 10:25:09,3584,定开债券,347.0
1328,9947,2016-04-07 10:25:09,3982,混合型,1123.0
1329,9948,2016-04-07 10:25:09,3455,货币型,540.0
1330,9948,2016-04-27 10:25:09,3633,定开债券,138.0
1331,9948,2016-04-27 10:25:09,3601,货币型,1101.0
1332,9948,2016-04-07 10:25:09,3675,定开债券,160523.0
1333,9948,2016-04-07 10:25:09,3347,QDII-指数,96001.0
1334,9948,2016-04-27 10:25:09,3737,QDII-指数,270027.0
1335,9949,2016-04-27 10:25:09,3726,理财型,833.0
1336,9949,2016-04-27 10:25:09,3482,QDII,5440.0
1337,9949,2016-04-07 10:25:09,3449,QDII,100061.0
1338,9949,2016-04-07 10:25:09,3811,定开债券,345.0
1339,9949,2016-04-07 10:25:09,3438,QDII,270023.0
1340,9950,2016-04-27 10:25:09,3926,联接基金,88.0
1341,9950,2016-04-27 10:25:09,3981,货币型,519888.0
1342,9950,2016-04-07 10:25:09,3492,货币型,4097.0
1343,9950,2016-04-27 10:25:09,3841,联接基金,5999.0
1344,9950,2016-04-27 10:25:09,3624,QDII,4420.0
1345,9950,2016-04-07 10:25:09,3413,货币型,2235.0
1346,9951,2016-04-07 10:25:09,3741,QDII,161116.0
1347,9951,2016-04-27 10:25:09,4040,联接基金,4744.0
1348,9951,2016-04-07 10:25:09,3769,QDII,1691.0
1349,9951,2016-04-07 10:25:09,3402,货币型,2546.0
1350,9951,2016-04-07 10:25:09,3409,定开债券,3199.0
1351,9952,2016-04-07 10:25:09,3890,定开债券,197.0
1352,9952,2016-04-27 10:25:09,3838,QDII,6309.0
1353,9952,2016-04-07 10:25:09,4046,货币型,588.0
1354,9952,2016-04-27 10:25:09,3863,QDII,3463.0
1355,9952,2016-04-07 10:25:09,3367,QDII-指数,161124.0
1356,9952,2016-04-27 10:25:09,3371,定开债券,3274.0
1357,9953,2016-04-27 10:25:09,3551,定开债券,226.0
1358,9953,2016-04-07 10:25:09,3680,理财型,485120.0
1359,9953,2016-04-27 10:25:09,3661,货币型,560001.0
1360,9953,2016-04-27 10:25:09,3357,理财型,487.0
1361,9953,2016-04-07 10:25:09,3959,货币型,607.0
1362,9953,2016-04-27 10:25:09,3454,货币型,4120.0
1363,9954,2016-04-27 10:25:09,3477,联接基金,2900.0
