,用户编码,用户类型,性别,开户时长,帐户余额,年龄,基金代码,基金类型,投资时间,投资金额,投资方式,手续费
13674,2726,C1,女,27,43252,41,002168,股票型,2018-07-17,4363,定投,813
13675,2727,C2,男,31,80537,46,000932,混合型,2018-07-26,6719,认购,861
13676,2727,C2,男,31,80537,46,001438,混合型,2018-07-31,9203,认购,459
13677,2727,C2,男,31,80537,46,001428,混合型,2018-08-25,8886,认购,663
13678,2727,C2,男,31,80537,46,002419,混合型,2018-08-13,8844,认购,645
13679,2728,C1,男,25,48172,43,007523,股票型,2018-07-16,4236,认购,1066
13680,2728,C1,男,25,48172,43,007138,股票型,2018-07-23,4870,认购,830
13681,2728,C1,男,25,48172,43,001576,股票型,2018-08-01,4299,申购,856
13682,2728,C1,男,25,48172,43,003865,股票型,2018-07-13,3000,认购,1159
13683,2728,C1,男,25,48172,43,540010,股票型,2018-08-15,4563,认购,863
13684,2728,C1,男,25,48172,43,002229,股票型,2018-07-15,4165,其他,800
13685,2728,C1,男,25,48172,43,003069,股票型,2018-07-02,4600,认购,712
13686,2729,C1,男,24,46160,44,001556,股票型,2018-08-18,3676,定投,782
13687,2729,C1,男,24,46160,44,007470,股票型,2018-08-11,5052,申购,774
13688,2729,C1,男,24,46160,44,519714,股票型,2018-08-19,4840,定投,851
13689,2729,C1,男,24,46160,44,006106,股票型,2018-08-01,4946,其他,809
13690,2729,C1,男,24,46160,44,001705,股票型,2018-08-07,3373,定投,1157
13691,2730,C1,女,27,41776,40,000971,股票型,2018-07-07,4665,认购,1032
13692,2730,C1,女,27,41776,40,005189,股票型,2018-08-17,3905,定投,826
13693,2730,C1,女,27,41776,40,003492,股票型,2018-07-22,3095,定投,1013
13694,2730,C1,女,27,41776,40,006957,股票型,2018-08-03,4350,认购,841
13695,2730,C1,女,27,41776,40,003069,股票型,2018-07-02,3862,认购,1076
13696,2730,C1,女,27,41776,40,003145,股票型,2018-08-05,3995,申购,1088
13697,2730,C1,女,27,41776,40,006193,股票型,2018-08-16,2899,申购,619
13698,2731,C1,男,25,48836,44,005570,股票型,2018-07-13,3736,认购,1092
13699,2731,C1,男,25,48836,44,001637,股票型,2018-08-27,4747,申购,756
13700,2731,C1,男,25,48836,44,519193,股票型,2018-08-23,3151,定投,949
13701,2731,C1,男,25,48836,44,001956,股票型,2018-07-05,2877,认购,839
13702,2731,C1,男,25,48836,44,000955,股票型,2018-08-06,2570,认购,604
13703,2732,C1,男,26,43615,43,001849,股票型,2018-08-05,2566,认购,1096
13704,2732,C1,男,26,43615,43,001410,股票型,2018-07-24,3276,其他,801
13705,2732,C1,男,26,43615,43,001482,股票型,2018-07-13,3552,定投,798
13706,2732,C1,男,26,43615,43,006692,股票型,2018-07-16,4962,定投,1165
13707,2732,C1,男,26,43615,43,005777,股票型,2018-07-12,2894,申购,881
13708,2732,C1,男,26,43615,43,167706,股票型,2018-07-13,4918,定投,882
13709,2733,C3,女,33,41581,42,675032,其他,2018-08-23,3599,定投,304
13710,2733,C3,女,33,41581,42,000706,混合型,2018-07-06,2136,申购,405
13711,2733,C3,女,33,41581,42,001886,混合型,2018-07-26,3518,其他,604
13712,2734,C3,男,35,59223,42,000870,混合型,2018-07-28,2024,定投,308
13713,2734,C3,男,35,59223,42,001522,混合型,2018-07-13,3583,其他,794
13714,2734,C3,男,35,59223,42,002030,混合型,2018-08-04,3241,申购,443
13715,2734,C3,男,35,59223,42,001558,混合型,2018-07-13,2528,其他,879
13716,2735,C1,女,27,49826,41,162208,股票型,2018-08-25,3664,申购,908
13717,2735,C1,女,27,49826,41,005495,股票型,2018-08-13,3543,认购,895
13718,2735,C1,女,27,49826,41,003865,股票型,2018-08-20,4500,认购,1097
13719,2735,C1,女,27,49826,41,006818,股票型,2018-07-26,3665,定投,941
13720,2735,C1,女,27,49826,41,001766,股票型,2018-08-25,3514,认购,610
13721,2736,C1,男,26,40592,42,001557,股票型,2018-07-21,4596,定投,821
13722,2736,C1,男,26,40592,42,001541,股票型,2018-07-12,4134,其他,887
13723,2736,C1,男,26,40592,42,004485,股票型,2018-07-25,3397,定投,878
13724,2736,C1,男,26,40592,42,005663,股票型,2018-08-13,4444,其他,946
13725,2736,C1,男,26,40592,42,005802,股票型,2018-08-12,4578,认购,1048
13726,2736,C1,男,26,40592,42,004484,股票型,2018-08-11,4630,申购,875
13727,2736,C1,男,26,40592,42,002457,混合型,2018-07-18,3748,定投,1067
13728,2737,C3,女,31,48483,40,005267,股票型,2018-08-18,2858,定投,402
13729,2737,C3,女,31,48483,40,002498,混合型,2018-08-21,2724,申购,538
13730,2737,C3,女,31,48483,40,001218,混合型,2018-08-26,2782,其他,633
13731,2737,C3,女,31,48483,40,002051,混合型,2018-08-09,2619,申购,717
13732,2738,C3,男,31,56553,40,001685,股票型,2018-08-19,2891,定投,373
13733,2738,C3,男,31,56553,40,002269,混合型,2018-07-25,2104,定投,533
13734,2738,C3,男,31,56553,40,006138,股票型,2018-07-08,2664,申购,452
13735,2738,C3,男,31,56553,40,001694,混合型,2018-08-15,1894,其他,562
13736,2738,C3,男,31,56553,40,002019,混合型,2018-08-31,2807,申购,585
13737,2739,C3,男,35,41644,41,007134,股票型,2018-07-06,3226,定投,614
13738,2739,C3,男,35,41644,41,000976,混合型,2018-07-11,1826,其他,618
13739,2739,C3,男,35,41644,41,002256,混合型,2018-08-29,2827,定投,414
13740,2739,C3,男,35,41644,41,002619,混合型,2018-08-26,3301,其他,797
13741,2740,C1,男,26,48408,42,000985,股票型,2018-07-24,4917,申购,714
13742,2740,C1,男,26,48408,42,001541,股票型,2018-07-28,3685,申购,953
13743,2740,C1,男,26,48408,42,004812,股票型,2018-08-18,2958,认购,862
13744,2740,C1,男,26,48408,42,000793,股票型,2018-08-30,4316,认购,955
13745,2740,C1,男,26,48408,42,006726,股票型,2018-07-02,2899,定投,1053
13746,2740,C1,男,26,48408,42,004292,股票型,2018-08-23,4318,认购,604
13747,2741,C1,女,25,44926,41,001178,股票型,2018-08-21,2675,定投,1138
13748,2741,C1,女,25,44926,41,005209,股票型,2018-08-15,4650,认购,892
13749,2741,C1,女,25,44926,41,006138,股票型,2018-07-14,4011,申购,738
13750,2741,C1,女,25,44926,41,000215,混合型,2018-08-26,4208,其他,717
13751,2741,C1,女,25,44926,41,000594,股票型,2018-08-27,2592,认购,764
13752,2742,C3,女,31,47846,43,002005,混合型,2018-07-29,3251,其他,690
13753,2742,C3,女,31,47846,43,000718,混合型,2018-08-04,2335,定投,887
13754,2742,C3,女,31,47846,43,001053,混合型,2018-08-27,1582,定投,495
13755,2742,C3,女,31,47846,43,002059,混合型,2018-07-11,2710,其他,561
13756,2742,C3,女,31,47846,43,202308,其他,2018-08-17,3276,其他,896
13757,2743,C2,男,34,98424,43,000654,混合型,2018-07-07,7780,认购,812
13758,2743,C2,男,34,98424,43,002495,混合型,2018-07-16,6708,认购,1091
13759,2743,C2,男,34,98424,43,160127,股票型,2018-08-19,5425,申购,760
13760,2743,C2,男,34,98424,43,000955,股票型,2018-07-14,5656,认购,558
13761,2744,C1,女,25,55964,42,360001,股票型,2018-07-20,4465,认购,877
13762,2744,C1,女,25,55964,42,000979,股票型,2018-08-02,2593,申购,770
13763,2744,C1,女,25,55964,42,005968,股票型,2018-08-11,4281,定投,651
13764,2744,C1,女,25,55964,42,004352,股票型,2018-07-24,3267,申购,672
13765,2744,C1,女,25,55964,42,001048,股票型,2018-08-13,3600,定投,810
13766,2744,C1,女,25,55964,42,001746,混合型,2018-07-07,2608,申购,802
13767,2745,C3,男,32,44488,41,007524,股票型,2018-07-24,3021,申购,426
13768,2745,C3,男,32,44488,41,001471,混合型,2018-07-07,3541,其他,615
13769,2745,C3,男,32,44488,41,000124,混合型,2018-08-04,1926,认购,491
13770,2745,C3,男,32,44488,41,001464,混合型,2018-08-03,3022,其他,300
13771,2746,C1,男,26,40491,43,673090,股票型,2018-07-31,2605,定投,1146
13772,2746,C1,男,26,40491,43,006003,股票型,2018-08-15,3498,申购,619
13773,2746,C1,男,26,40491,43,001865,混合型,2018-08-18,2543,认购,831
13774,2746,C1,男,26,40491,43,001707,股票型,2018-07-31,2818,其他,998
13775,2746,C1,男,26,40491,43,000273,混合型,2018-08-07,3796,认购,1058
13776,2746,C1,男,26,40491,43,006604,股票型,2018-07-28,2618,申购,1199
13777,2746,C1,男,26,40491,43,001409,股票型,2018-08-26,3024,认购,874
13778,2747,C3,男,34,49276,40,002012,混合型,2018-08-24,3230,定投,897
13779,2747,C3,男,34,49276,40,001500,混合型,2018-08-29,1845,定投,636
13780,2747,C3,男,34,49276,40,003053,股票型,2018-08-26,1940,申购,809
13781,2747,C3,男,34,49276,40,002594,混合型,2018-07-09,1970,定投,704
13782,2747,C3,男,34,49276,40,001464,混合型,2018-08-20,2906,申购,833
13783,2748,C3,男,31,53267,42,519673,股票型,2018-07-27,1663,定投,857
13784,2748,C3,男,31,53267,42,002207,混合型,2018-08-29,1983,认购,362
13785,2748,C3,男,31,53267,42,001296,混合型,2018-08-18,2099,申购,844
13786,2749,C1,男,26,40269,40,005189,股票型,2018-08-23,4535,认购,682
13787,2749,C1,男,26,40269,40,001626,股票型,2018-07-17,3669,认购,1052
13788,2749,C1,男,26,40269,40,165310,股票型,2018-08-13,3613,其他,930
13789,2749,C1,男,26,40269,40,007134,股票型,2018-07-03,4514,认购,745
13790,2749,C1,男,26,40269,40,006251,股票型,2018-07-07,2943,认购,945
13791,2749,C1,男,26,40269,40,005963,股票型,2018-08-07,4083,其他,752
13792,2749,C1,男,26,40269,40,003298,股票型,2018-08-11,3991,认购,1133
13793,2750,C1,男,26,45881,43,000751,股票型,2018-07-01,3427,申购,984
13794,2750,C1,男,26,45881,43,240005,股票型,2018-08-31,3598,认购,1170
13795,2750,C1,男,26,45881,43,003191,股票型,2018-08-11,4662,定投,1140
13796,2750,C1,男,26,45881,43,006106,股票型,2018-08-18,3843,认购,610
13797,2750,C1,男,26,45881,43,001849,股票型,2018-08-08,4295,其他,1095
13798,2750,C1,男,26,45881,43,003233,股票型,2018-08-04,2834,认购,686
13799,2751,C3,女,32,45479,40,002182,混合型,2018-07-09,1742,申购,598
13800,2751,C3,女,32,45479,40,002617,混合型,2018-07-17,1773,定投,608
13801,2751,C3,女,32,45479,40,000880,混合型,2018-08-22,3024,认购,814
13802,2751,C3,女,32,45479,40,002584,混合型,2018-07-17,2077,其他,581
13803,2752,C1,女,24,54910,43,000746,股票型,2018-07-03,3007,定投,975
13804,2752,C1,女,24,54910,43,001186,股票型,2018-08-03,4276,申购,725
13805,2752,C1,女,24,54910,43,000996,股票型,2018-08-24,3857,定投,825
13806,2752,C1,女,24,54910,43,006692,股票型,2018-08-31,4603,其他,821
13807,2752,C1,女,24,54910,43,001277,股票型,2018-07-30,4126,其他,639
13808,2752,C1,女,24,54910,43,005034,股票型,2018-07-12,4666,申购,730
13809,2753,C1,女,26,48768,43,000955,股票型,2018-07-31,4163,申购,672
13810,2753,C1,女,26,48768,43,006726,股票型,2018-08-24,3278,申购,680
13811,2753,C1,女,26,48768,43,006923,股票型,2018-08-06,2995,认购,930
13812,2753,C1,女,26,48768,43,001313,股票型,2018-08-27,4363,认购,710
13813,2753,C1,女,26,48768,43,000729,股票型,2018-07-30,3753,定投,949
13814,2753,C1,女,26,48768,43,005669,股票型,2018-07-12,3821,认购,873
13815,2754,C1,男,23,45438,41,001643,股票型,2018-08-16,3744,申购,781
13816,2754,C1,男,23,45438,41,540007,股票型,2018-07-22,3771,认购,687
13817,2754,C1,男,23,45438,41,005496,股票型,2018-08-01,3520,其他,797
13818,2754,C1,男,23,45438,41,001718,股票型,2018-07-23,4342,定投,938
13819,2754,C1,男,23,45438,41,000866,股票型,2018-07-12,3788,认购,757
13820,2755,C1,女,27,49374,41,003416,股票型,2018-08-09,4157,认购,1134
13821,2755,C1,女,27,49374,41,519965,股票型,2018-07-08,4072,认购,786
13822,2755,C1,女,27,49374,41,002261,混合型,2018-07-05,3128,认购,981
13823,2755,C1,女,27,49374,41,003230,股票型,2018-07-24,4709,认购,605
13824,2755,C1,女,27,49374,41,002300,股票型,2018-07-22,3091,其他,1160
13825,2755,C1,女,27,49374,41,005628,股票型,2018-07-10,4440,认购,610
13826,2756,C3,男,31,51720,42,002214,混合型,2018-08-01,2248,申购,453
13827,2756,C3,男,31,51720,42,002035,混合型,2018-07-22,2569,申购,666
13828,2756,C3,男,31,51720,42,002399,混合型,2018-08-27,3107,申购,566
13829,2757,C1,男,27,45501,42,001651,股票型,2018-08-29,4473,申购,1058
13830,2757,C1,男,27,45501,42,005660,股票型,2018-07-12,3034,定投,839
13831,2757,C1,男,27,45501,42,000979,股票型,2018-08-25,4794,认购,984
13832,2757,C1,男,27,45501,42,001718,股票型,2018-07-06,3815,其他,952
13833,2757,C1,男,27,45501,42,006194,股票型,2018-08-31,2946,申购,615
13834,2757,C1,男,27,45501,42,000472,股票型,2018-07-13,3432,认购,1074
13835,2758,C2,男,35,90024,46,005209,股票型,2018-07-29,9532,申购,506
13836,2758,C2,男,35,90024,46,001276,混合型,2018-07-19,9005,认购,897
13837,2758,C2,男,35,90024,46,001468,混合型,2018-07-28,8430,定投,488
13838,2759,C3,女,35,47379,43,000082,股票型,2018-08-11,1511,定投,751
13839,2759,C3,女,35,47379,43,002233,混合型,2018-08-22,2560,申购,755
13840,2759,C3,女,35,47379,43,002616,混合型,2018-07-09,2437,定投,829
13841,2760,C1,男,25,49865,42,360001,股票型,2018-08-14,2963,定投,1113
13842,2760,C1,男,25,49865,42,001556,股票型,2018-08-26,4011,定投,637
13843,2760,C1,男,25,49865,42,006604,股票型,2018-08-13,4872,申购,939
13844,2760,C1,男,25,49865,42,167702,股票型,2018-07-24,2570,其他,1155
13845,2760,C1,男,25,49865,42,003416,股票型,2018-07-14,2652,定投,946
13846,2761,C3,男,33,59481,41,001338,混合型,2018-07-15,3494,申购,402
13847,2761,C3,男,33,59481,41,002556,股票型,2018-08-28,1824,其他,871
13848,2761,C3,男,33,59481,41,002585,混合型,2018-07-11,1608,定投,742
13849,2761,C3,男,33,59481,41,000567,混合型,2018-07-19,2688,申购,719
13850,2761,C3,男,33,59481,41,001482,股票型,2018-08-17,2639,其他,542
13851,2762,C3,女,33,52147,43,002159,混合型,2018-08-06,3281,其他,868
13852,2762,C3,女,33,52147,43,003416,股票型,2018-08-09,2253,定投,794
13853,2762,C3,女,33,52147,43,000556,混合型,2018-08-02,2124,定投,626
13854,2763,C1,女,25,57569,44,001714,股票型,2018-08-04,3961,定投,1145
13855,2763,C1,女,25,57569,44,003623,股票型,2018-08-28,3169,申购,635
13856,2763,C1,女,25,57569,44,000577,股票型,2018-08-31,4031,认购,969
13857,2763,C1,女,25,57569,44,001208,股票型,2018-08-08,2660,申购,712
13858,2763,C1,女,25,57569,44,003834,股票型,2018-07-15,4662,认购,758
13859,2763,C1,女,25,57569,44,001766,股票型,2018-08-15,3293,认购,1093
13860,2764,C2,男,34,86473,40,006692,股票型,2018-08-11,5807,认购,972
13861,2764,C2,男,34,86473,40,000418,股票型,2018-08-12,6620,认购,735
13862,2764,C2,男,34,86473,40,002463,混合型,2018-07-07,7166,认购,649
13863,2765,C1,女,25,52560,41,001651,股票型,2018-07-30,4250,申购,1104
13864,2765,C1,女,25,52560,41,002335,股票型,2018-07-17,3224,认购,1081
13865,2765,C1,女,25,52560,41,001974,股票型,2018-08-21,4497,认购,796
13866,2765,C1,女,25,52560,41,003622,股票型,2018-08-24,4877,认购,636
13867,2765,C1,女,25,52560,41,007590,股票型,2018-08-12,3585,定投,1117
13868,2765,C1,女,25,52560,41,000410,混合型,2018-07-02,3612,认购,605
13869,2766,C1,男,26,49364,42,001705,股票型,2018-07-14,5063,认购,623
13870,2766,C1,男,26,49364,42,001047,股票型,2018-08-31,2771,认购,841
13871,2766,C1,男,26,49364,42,002335,股票型,2018-07-14,4337,认购,1138
13872,2766,C1,男,26,49364,42,007138,股票型,2018-07-29,2667,认购,1003
13873,2766,C1,男,26,49364,42,001556,股票型,2018-08-04,4517,申购,712
13874,2766,C1,男,26,49364,42,001577,股票型,2018-08-21,2987,定投,668
13875,2766,C1,男,26,49364,42,001692,股票型,2018-07-07,4610,定投,805
13876,2767,C1,男,27,48241,44,005763,股票型,2018-07-01,4940,其他,879
13877,2767,C1,男,27,48241,44,007548,股票型,2018-08-12,4052,认购,847
13878,2767,C1,男,27,48241,44,002075,混合型,2018-07-12,3208,认购,1185
13879,2767,C1,男,27,48241,44,004686,股票型,2018-07-22,3840,定投,629
13880,2767,C1,男,27,48241,44,001974,股票型,2018-08-15,4614,申购,726
13881,2767,C1,男,27,48241,44,003985,股票型,2018-07-17,3046,申购,1173
13882,2768,C1,男,23,52310,44,001195,股票型,2018-07-13,4223,定投,1073
13883,2768,C1,男,23,52310,44,007524,股票型,2018-07-12,4535,申购,1151
13884,2768,C1,男,23,52310,44,000082,股票型,2018-08-11,2996,认购,846
13885,2768,C1,男,23,52310,44,001230,股票型,2018-07-17,3824,申购,787
13886,2768,C1,男,23,52310,44,001637,股票型,2018-07-30,2917,认购,997
13887,2768,C1,男,23,52310,44,003956,股票型,2018-07-06,4816,认购,716
13888,2768,C1,男,23,52310,44,006503,股票型,2018-07-07,4499,其他,1016
13889,2769,C1,女,25,57360,43,003853,股票型,2018-08-17,2739,认购,1037
13890,2769,C1,女,25,57360,43,000524,股票型,2018-08-02,3244,其他,651
13891,2769,C1,女,25,57360,43,001223,股票型,2018-07-23,3926,认购,942
13892,2769,C1,女,25,57360,43,006503,股票型,2018-08-09,3125,认购,712
13893,2769,C1,女,25,57360,43,004925,股票型,2018-08-27,4393,认购,769
13894,2770,C1,男,23,45109,41,001404,股票型,2018-08-27,4776,认购,844
13895,2770,C1,男,23,45109,41,003230,股票型,2018-08-02,2596,其他,636
13896,2770,C1,男,23,45109,41,000594,股票型,2018-08-30,4424,认购,810
13897,2770,C1,男,23,45109,41,000828,股票型,2018-08-16,4622,其他,923
13898,2770,C1,男,23,45109,41,165310,股票型,2018-08-10,4811,认购,622
13899,2770,C1,男,23,45109,41,001236,股票型,2018-08-24,2513,申购,888
13900,2770,C1,男,23,45109,41,006229,股票型,2018-07-29,2686,认购,900
13901,2771,C1,男,24,51952,41,005983,股票型,2018-08-10,3907,认购,1191
13902,2771,C1,男,24,51952,41,003312,股票型,2018-08-31,3746,申购,876
13903,2771,C1,男,24,51952,41,000978,股票型,2018-08-18,4478,认购,942
13904,2771,C1,男,24,51952,41,004640,股票型,2018-07-02,2895,定投,1176
13905,2771,C1,男,24,51952,41,005239,股票型,2018-08-20,5038,申购,1175
13906,2772,C3,男,33,40836,40,002389,混合型,2018-07-16,3494,其他,779
13907,2772,C3,男,33,40836,40,000523,混合型,2018-07-27,2770,定投,520
13908,2772,C3,男,33,40836,40,001480,混合型,2018-07-26,3512,定投,459
13909,2772,C3,男,33,40836,40,001798,混合型,2018-07-21,3667,其他,431
13910,2773,C3,男,31,50916,41,000136,混合型,2018-08-22,3338,定投,312
13911,2773,C3,男,31,50916,41,000196,混合型,2018-07-16,2198,申购,634
13912,2773,C3,男,31,50916,41,003230,股票型,2018-07-04,3620,申购,475
13913,2775,C1,男,25,55087,40,001583,股票型,2018-08-02,4585,申购,716
13914,2775,C1,男,25,55087,40,000793,股票型,2018-07-11,4035,认购,607
13915,2775,C1,男,25,55087,40,001271,混合型,2018-07-18,3030,认购,1165
13916,2775,C1,男,25,55087,40,004350,股票型,2018-07-17,5036,认购,830
13917,2775,C1,男,25,55087,40,001749,股票型,2018-08-03,4351,申购,1017
13918,2775,C1,男,25,55087,40,005238,股票型,2018-08-26,3322,认购,731
13919,2775,C1,男,25,55087,40,005983,股票型,2018-07-25,3176,认购,1187
13920,2776,C2,男,32,88848,46,002263,混合型,2018-08-08,8833,认购,926
13921,2776,C2,男,32,88848,46,000535,混合型,2018-08-11,5642,认购,1041
13922,2776,C2,男,32,88848,46,006693,股票型,2018-08-30,8321,认购,774
13923,2776,C2,男,32,88848,46,001781,股票型,2018-07-24,5003,认购,969
13924,2777,C1,男,25,54015,43,007512,股票型,2018-08-17,2638,定投,926
13925,2777,C1,男,25,54015,43,519965,股票型,2018-07-05,4555,其他,1177
13926,2777,C1,男,25,54015,43,002332,股票型,2018-07-31,3572,其他,649
13927,2777,C1,男,25,54015,43,005036,股票型,2018-07-17,3097,认购,816
13928,2777,C1,男,25,54015,43,004813,股票型,2018-07-27,4462,申购,669
13929,2777,C1,男,25,54015,43,001446,混合型,2018-08-07,4831,认购,826
13930,2778,C1,男,23,51977,43,004484,股票型,2018-07-15,3815,申购,960
13931,2778,C1,男,23,51977,43,005635,股票型,2018-08-01,4575,认购,916
13932,2778,C1,男,23,51977,43,005496,股票型,2018-07-19,3296,其他,1170
13933,2778,C1,男,23,51977,43,001705,股票型,2018-08-10,3445,定投,645
13934,2778,C1,男,23,51977,43,001167,股票型,2018-08-17,3577,认购,802
13935,2779,C1,男,27,42184,44,000974,股票型,2018-07-17,3323,认购,1023
13936,2779,C1,男,27,42184,44,004484,股票型,2018-08-29,4256,认购,807
13937,2779,C1,男,27,42184,44,006868,股票型,2018-08-23,3463,定投,1187
13938,2779,C1,男,27,42184,44,005961,股票型,2018-08-30,3227,认购,791
13939,2779,C1,男,27,42184,44,001171,股票型,2018-07-28,4685,其他,620
13940,2779,C1,男,27,42184,44,007133,股票型,2018-08-31,4720,定投,1058
13941,2780,C3,男,32,58714,41,000263,混合型,2018-07-23,2134,申购,608
13942,2780,C3,男,32,58714,41,002358,混合型,2018-07-12,1781,定投,593
13943,2780,C3,男,32,58714,41,005894,股票型,2018-07-08,2752,其他,497
13944,2780,C3,男,32,58714,41,004292,股票型,2018-08-07,3092,申购,782
13945,2781,C3,男,34,55038,43,001839,混合型,2018-08-08,2817,其他,790
13946,2781,C3,男,34,55038,43,001940,混合型,2018-07-02,2872,定投,352
13947,2781,C3,男,34,55038,43,006911,股票型,2018-07-11,2382,其他,685
13948,2781,C3,男,34,55038,43,001903,混合型,2018-08-20,2523,定投,748
13949,2781,C3,男,34,55038,43,000531,混合型,2018-07-18,2457,认购,830
13950,2782,C1,男,25,56183,40,003053,股票型,2018-07-09,3429,认购,1197
13951,2782,C1,男,25,56183,40,519975,股票型,2018-07-17,4253,申购,1158
13952,2782,C1,男,25,56183,40,000418,股票型,2018-07-19,2698,认购,743
13953,2782,C1,男,25,56183,40,519975,股票型,2018-08-14,4003,申购,848
13954,2782,C1,男,25,56183,40,519193,股票型,2018-07-05,3298,定投,969
13955,2783,C1,男,25,54612,42,002387,股票型,2018-08-16,2821,其他,1132
13956,2783,C1,男,25,54612,42,001878,股票型,2018-07-24,4886,认购,1111
13957,2783,C1,男,25,54612,42,001878,股票型,2018-08-27,4727,认购,1066
13958,2783,C1,男,25,54612,42,450009,股票型,2018-08-26,3749,认购,919
13959,2783,C1,男,25,54612,42,001626,股票型,2018-08-08,3263,申购,616
13960,2783,C1,男,25,54612,42,005502,股票型,2018-08-06,3865,定投,748
13961,2783,C1,男,25,54612,42,001719,股票型,2018-08-28,4598,申购,746
13962,2784,C2,女,34,84770,46,002067,混合型,2018-08-04,5177,认购,681
13963,2784,C2,女,34,84770,46,002323,混合型,2018-08-08,9489,认购,714
13964,2784,C2,女,34,84770,46,001791,混合型,2018-07-02,5116,认购,994
13965,2785,C1,女,27,58299,41,005189,股票型,2018-07-04,4174,认购,619
13966,2785,C1,女,27,58299,41,005802,股票型,2018-08-10,4530,认购,823
13967,2785,C1,女,27,58299,41,001915,股票型,2018-07-21,3194,认购,874
13968,2785,C1,女,27,58299,41,005237,股票型,2018-07-01,2826,认购,982
13969,2785,C1,女,27,58299,41,004698,股票型,2018-07-19,4006,认购,705
13970,2786,C1,女,26,53932,40,004272,股票型,2018-07-31,3422,申购,650
13971,2786,C1,女,26,53932,40,005189,股票型,2018-07-09,5011,其他,917
13972,2786,C1,女,26,53932,40,007470,股票型,2018-08-13,4396,认购,747
13973,2786,C1,女,26,53932,40,000711,股票型,2018-07-14,3786,定投,670
13974,2786,C1,女,26,53932,40,000411,股票型,2018-08-07,4415,其他,966
13975,2786,C1,女,26,53932,40,003492,股票型,2018-07-02,4139,认购,1196
13976,2786,C1,女,26,53932,40,004352,股票型,2018-08-13,3924,定投,1080
13977,2787,C2,男,35,82561,45,002190,混合型,2018-07-12,4665,认购,536
13978,2787,C2,男,35,82561,45,001454,混合型,2018-08-04,7223,认购,671
13979,2787,C2,男,35,82561,45,000327,混合型,2018-08-12,8442,认购,1157
13980,2787,C2,男,35,82561,45,001974,股票型,2018-07-31,7029,认购,537
13981,2788,C1,女,24,45643,44,004698,股票型,2018-08-24,4092,认购,837
13982,2788,C1,女,24,45643,44,001677,股票型,2018-07-07,3956,认购,638
13983,2788,C1,女,24,45643,44,005960,股票型,2018-07-23,3082,申购,642
13984,2788,C1,女,24,45643,44,006502,股票型,2018-08-20,3549,定投,1145
13985,2788,C1,女,24,45643,44,003853,股票型,2018-07-14,3937,申购,779
13986,2788,C1,女,24,45643,44,001638,股票型,2018-08-21,2625,认购,1089
13987,2788,C1,女,24,45643,44,001956,股票型,2018-08-14,4151,申购,930
13988,2789,C1,男,23,59316,44,006781,股票型,2018-08-12,3273,申购,1082
13989,2789,C1,男,23,59316,44,001696,股票型,2018-07-11,4417,申购,838
13990,2789,C1,男,23,59316,44,001473,股票型,2018-07-09,2972,申购,869
13991,2789,C1,男,23,59316,44,000780,股票型,2018-07-30,4693,其他,839
13992,2789,C1,男,23,59316,44,001542,股票型,2018-08-15,4720,定投,820
13993,2789,C1,男,23,59316,44,004040,股票型,2018-07-03,2663,其他,757
13994,2789,C1,男,23,59316,44,001836,混合型,2018-08-05,5043,申购,694
13995,2790,C1,女,23,46043,42,004404,股票型,2018-07-20,4068,认购,1097
13996,2790,C1,女,23,46043,42,003069,股票型,2018-08-07,3309,申购,1167
13997,2790,C1,女,23,46043,42,519714,股票型,2018-08-18,4921,认购,611
13998,2790,C1,女,23,46043,42,004350,股票型,2018-07-26,5034,认购,1100
13999,2790,C1,女,23,46043,42,001105,股票型,2018-07-28,5001,定投,727
14000,2790,C1,女,23,46043,42,167703,股票型,2018-08-07,2562,定投,696
14001,2791,C1,男,23,52535,43,001211,其他,2018-08-05,3562,其他,852
14002,2791,C1,男,23,52535,43,005629,股票型,2018-07-11,4326,认购,814
14003,2791,C1,男,23,52535,43,002387,股票型,2018-07-22,4364,认购,691
14004,2791,C1,男,23,52535,43,000756,股票型,2018-07-01,4348,申购,822
14005,2791,C1,男,23,52535,43,000457,股票型,2018-07-26,2770,认购,1074
14006,2791,C1,男,23,52535,43,003865,股票型,2018-08-09,5002,认购,689
14007,2791,C1,男,23,52535,43,003069,股票型,2018-08-16,2733,认购,904
14008,2792,C1,男,26,54441,43,167706,股票型,2018-07-23,3589,申购,1088
14009,2792,C1,男,26,54441,43,002210,股票型,2018-07-13,2874,认购,692
14010,2792,C1,男,26,54441,43,006604,股票型,2018-08-25,4584,定投,1081
14011,2792,C1,男,26,54441,43,001070,股票型,2018-08-11,4596,认购,852
14012,2792,C1,男,26,54441,43,001576,股票型,2018-08-15,2520,定投,1188
14013,2792,C1,男,26,54441,43,001726,股票型,2018-07-03,2696,认购,657
14014,2793,C1,女,26,43740,42,006926,股票型,2018-07-28,4202,定投,1172
14015,2793,C1,女,26,43740,42,000679,混合型,2018-08-26,4529,申购,1082
14016,2793,C1,女,26,43740,42,540010,股票型,2018-08-24,3145,申购,1199
14017,2793,C1,女,26,43740,42,000803,股票型,2018-08-09,4758,认购,952
14018,2793,C1,女,26,43740,42,007005,股票型,2018-08-25,2837,定投,1082
14019,2793,C1,女,26,43740,42,005629,股票型,2018-08-01,3445,其他,1042
