,Unnamed: 0,FundCode,名称,类型,近1月收益,近1年收益,近3年收益,风险等级,基金规模
2308,2308,3704,光大保德信事件驱动混合,4,-0.0122,0.042,--,中高风险,0.68亿元
2309,2309,3708,博时民丰纯债A,2,0.0043,0.0461,--,中低风险,18.58亿元
2310,2310,3709,博时民丰纯债C,2,0.0039,0.042,--,中低风险,0.00亿元
2311,2311,3711,泰达宏利京元宝货币A,3,0.0021,0.027,--,低风险,2.12亿元
2312,2312,3712,泰达宏利京元宝货币B,3,0.0023,0.0294,--,低风险,137.74亿元
2313,2313,3713,英大睿盛A,4,0.0574,0.2194,--,中高风险,1.59亿元
2314,2314,3714,英大睿盛C,4,0.0649,0.2584,--,中高风险,0.00亿元
2315,2315,3715,宝盈消费主题混合,4,0.0348,0.2336,--,中高风险,2.63亿元
2316,2316,3717,中银量化精选混合,4,0.0778,0.1239,--,中高风险,1.97亿元
2317,2317,3723,华润元大双鑫债券C,2,-0.0044,0.0514,--,中风险,0.00亿元
2318,2318,3728,融通通宸债券,2,0.0054,0.0459,--,中低风险,0.98亿元
2319,2319,3730,博时富华纯债债券,2,0.0078,0.065,--,中低风险,10.69亿元
2320,2320,3731,长安泓泽纯债债券A,2,0.0037,0.0552,--,中低风险,3.51亿元
2321,2321,3732,长安泓泽纯债债券C,2,0.0037,0.0566,--,中低风险,0.04亿元
2322,2322,3739,新华鑫弘灵活配置混合,4,0.0161,0.099,--,中高风险,1.68亿元
2323,2323,3741,鹏华丰盈债券,2,0.0081,0.3644,--,中低风险,0.07亿元
2324,2324,3742,汇安嘉汇纯债债券,2,0.0062,0.0603,--,无,8.82亿元
2325,2325,3745,广发多元新兴股票,1,0.1241,0.2827,--,高风险,1.13亿元
2326,2326,3747,万家鑫享纯债A,2,0.0044,0.051,--,无,10.43亿元
2327,2327,3748,万家鑫享纯债C,2,0.0043,0.051,--,无,0.00亿元
2328,2328,3749,创金合信鑫收益混合A,4,0.0037,0.0103,--,中高风险,0.00亿元
2329,2329,3750,创金合信鑫收益混合C,4,0.0033,-0.0372,--,中高风险,0.00亿元
2330,2330,3751,万家瑞隆混合,4,-0.0293,0.1237,--,无,0.09亿元
2331,2331,3752,工银如意货币A,3,0.0021,0.028,--,低风险,14.77亿元
2332,2332,3753,工银如意货币B,3,0.0023,0.0304,--,低风险,839.43亿元
2333,2333,3754,国泰普益混合A,4,0.0491,0.0769,--,中高风险,1.08亿元
2334,2334,3755,国泰普益混合C,4,0.049,0.0748,--,中高风险,0.97亿元
2335,2335,3762,国开开泰灵活配置混合A,4,0.0131,0.0669,--,中高风险,0.12亿元
2336,2336,3763,国开开泰灵活配置混合C,4,0.0126,0.0622,--,中高风险,2.15亿元
2337,2337,3767,泰达宏利纯利债券A,2,0.0025,0.0361,--,无,1.87亿元
2338,2338,3768,泰达宏利纯利债券C,2,0.0034,0.0343,--,无,0.00亿元
2339,2339,3769,中银品质生活混合,4,0.0656,0.1497,--,中高风险,0.67亿元
2340,2340,3780,鹏华兴悦定期开放混合,4,0.0558,0.1467,--,中高风险,3.94亿元
2341,2341,3787,方正富邦惠利纯债A,2,0.0036,0.0555,--,中低风险,6.83亿元
2342,2342,3788,方正富邦惠利纯债C,2,0.0034,0.0719,--,中低风险,0.05亿元
2343,2343,3792,民生加银现金宝货币C,3,0.0023,0.0315,--,低风险,43.06亿元
2344,2344,3793,泰达宏利溢利债券A,2,0.0245,0.0518,--,无,2.00亿元
2345,2345,3794,泰达宏利溢利债券C,2,0.0244,0.0471,--,无,0.00亿元
2346,2346,3795,方正富邦睿利纯债A,2,0.0039,0.0534,--,中低风险,11.25亿元
2347,2347,3796,方正富邦睿利纯债C,2,0.0038,0.0518,--,中低风险,0.00亿元
2348,2348,3797,华安新瑞利混合A,4,0.0199,0.0718,--,无,6.84亿元
2349,2349,3798,华安新瑞利混合C,4,0.0198,0.0709,--,无,0.20亿元
2350,2350,3799,华安新泰利灵活配置混合A,4,0.0134,-0.0952,--,无,3.00亿元
2351,2351,3800,华安新泰利灵活配置混合C,4,0.0133,-0.0954,--,无,0.13亿元
2352,2352,3803,华安新丰利灵活配置混合A,4,0.0366,0.2365,--,无,0.03亿元
2353,2353,3804,华安新丰利灵活配置混合C,4,0.0365,0.2351,--,无,2.20亿元
2354,2354,3805,华安新恒利混合A,4,0.0036,0.0596,--,无,2.30亿元
2355,2355,3806,华安新恒利混合C,4,0.0049,0.0599,--,无,0.00亿元
2356,2356,3811,中金金利A,2,0.0041,0.0408,--,中低风险,6.70亿元
2357,2357,3812,中金金利C,2,0.0037,0.0371,--,中低风险,0.01亿元
2358,2358,3813,泰康金泰3月定开混合,4,0.0124,0.0916,--,无,0.66亿元
2359,2359,3819,广发景华纯债,2,0.0111,0.062,--,无,7.10亿元
2360,2360,3822,中信建投轮换混合A,4,0.0399,--,--,中高风险,0.47亿元
2361,2361,3823,中信建投轮换混合C,4,0.0395,--,--,中高风险,0.35亿元
2362,2362,3824,天弘信利债券A,2,0.0057,0.0491,--,中低风险,15.54亿元
2363,2363,3825,天弘信利债券C,2,0.0055,0.047,--,中低风险,0.11亿元
2364,2364,3826,华夏鼎汇债券A,2,0.0041,0.051,--,无,1.09亿元
2365,2365,3827,华夏鼎汇债券C,2,0.004,0.048,--,无,0.00亿元
2366,2366,3828,鹏华兴惠定期开放混合,4,0.0124,0.0549,--,中高风险,1.30亿元
2367,2367,3833,金鹰添富纯债债券,2,0.0056,0.0381,--,中低风险,0.01亿元
2368,2368,3834,华夏能源革新股票,1,0.0031,0.1193,--,高风险,3.00亿元
2369,2369,3835,鹏华沪深港新兴成长混合,4,-0.0149,0.3068,--,中高风险,0.26亿元
2370,2370,3837,东方臻享纯债债券A,2,0.0091,0.0466,--,无,14.06亿元
2371,2371,3838,东方臻享纯债债券C,2,0.0091,0.0759,--,无,0.01亿元
2372,2372,3839,易方达瑞通灵活配置混合A,4,0.0275,0.1376,--,无,7.48亿元
2373,2373,3840,易方达瑞通灵活配置混合C,4,0.0276,0.1356,--,无,0.03亿元
2374,2374,3842,中邮景泰灵活配置混合A,4,0.011,-0.0034,--,中高风险,2.03亿元
2375,2375,3843,中邮景泰灵活配置混合C,4,0.0112,-0.0086,--,中高风险,0.00亿元
2376,2376,3845,汇安丰恒灵活配置混合A,4,0.0039,-0.0403,--,中高风险,0.50亿元
2377,2377,3846,汇安丰恒灵活配置混合C,4,0.0038,0.0455,--,中高风险,0.01亿元
2378,2378,3847,华安鼎丰债券,2,0.0117,0.0785,--,中低风险,4.02亿元
2379,2379,3848,中银广利灵活配置混合A,4,0.0361,0.07,--,中高风险,4.40亿元
2380,2380,3849,中银广利灵活配置混合C,4,0.036,0.0819,--,中高风险,0.00亿元
2381,2381,3850,中银锦利灵活配置混合A,4,0.0453,0.1406,--,中高风险,3.24亿元
2382,2382,3851,中银锦利灵活配置混合C,4,0.0452,0.1396,--,中高风险,2.32亿元
2383,2383,3852,金鹰添享纯债债券,2,-0.003,-0.0745,--,中低风险,0.00亿元
2384,2384,3853,金鹰信息产业股票A,1,0.063,0.4253,--,高风险,5.98亿元
2385,2385,3854,汇安丰华混合A,4,0.0021,0.0077,--,中高风险,23.00亿元
2386,2386,3855,汇安丰华混合C,4,0.0022,0.0217,--,中高风险,0.00亿元
2387,2387,3857,前海开源周期优选混合A,4,0.038,0.1817,--,中高风险,0.28亿元
2388,2388,3858,前海开源周期优选混合C,4,0.038,0.1805,--,中高风险,0.16亿元
2389,2389,3861,招商兴福混合A,4,0.0291,0.0694,--,无,0.20亿元
2390,2390,3862,招商兴福混合C,4,0.029,0.0578,--,无,3.08亿元
2391,2391,3865,创金合信量化多因子股票C,1,-0.0044,0.1001,--,高风险,0.06亿元
2392,2392,3866,博时富诚纯债债券,2,0.0058,0.052,--,中低风险,5.12亿元
2393,2393,3867,招商招景纯债A,2,0.0041,0.0428,--,无,20.82亿元
2394,2394,3868,招商招景纯债C,2,--,--,--,无,0.00亿元
2395,2395,3869,长信稳势纯债,2,0.0071,0.0535,--,中低风险,3.81亿元
2396,2396,3871,华泰柏瑞天添宝货币B,3,0.0023,0.0311,--,低风险,264.52亿元
2397,2397,3874,浙商日添金货币A,3,0.0021,0.0256,--,低风险,0.00亿元
2398,2398,3875,浙商日添金货币B,3,0.0024,0.028,--,低风险,103.78亿元
2399,2399,3877,富国久利稳健配置混合A,4,-0.0036,0.0576,--,中高风险,1.08亿元
2400,2400,3878,富国久利稳健配置混合C,4,-0.0039,0.0532,--,中高风险,0.21亿元
2401,2401,3882,易方达瑞弘混合A,4,0.0304,0.1506,--,无,6.73亿元
2402,2402,3883,易方达瑞弘混合C,4,0.0317,0.15,--,无,0.00亿元
2403,2403,3886,汇安丰利混合A,4,0.0605,-0.0361,--,中高风险,0.00亿元
2404,2404,3887,汇安丰利混合C,4,0.0615,-0.0295,--,中高风险,1.22亿元
2405,2405,3888,汇安嘉源纯债债券,2,0.0036,0.0379,--,无,7.13亿元
2406,2406,3889,汇安丰泽混合A,4,0.0934,0.5848,--,无,1.81亿元
2407,2407,3890,汇安丰泽混合C,4,0.0935,0.5539,--,无,0.00亿元
2408,2408,3898,永赢丰益债券,2,0.0056,0.0516,--,无,79.21亿元
2409,2409,3900,交银瑞鑫定开混合,4,0.0172,0.0491,--,中高风险,3.54亿元
2410,2410,3912,泰达宏利启富混合A,4,0.0077,0.0887,--,无,2.09亿元
2411,2411,3913,泰达宏利启富混合C,4,0.0074,0.0848,--,无,0.00亿元
2412,2412,3922,长盛盛康纯债债券A,2,0.0037,0.0263,--,中低风险,6.05亿元
2413,2413,3923,长盛盛康纯债债券C,2,0.0037,0.0192,--,中低风险,0.01亿元
2414,2414,3926,中融恒信纯债A,2,0.0073,0.0584,--,中低风险,18.64亿元
2415,2415,3927,中融恒信纯债C,2,0.0071,0.0574,--,中低风险,0.11亿元
2416,2416,3928,前海联合永兴纯债A,2,0.0064,0.0422,--,无,15.48亿元
2417,2417,3929,中银证券安进债券A,2,0.0068,0.0504,--,无,333.72亿元
2418,2418,3930,中银证券安进债券C,2,0.0067,0.0501,--,无,0.00亿元
2419,2419,3938,南方荣尊定开混合A,4,0.0086,0.0636,--,中高风险,0.30亿元
2420,2420,3939,南方荣尊定开混合C,4,0.0081,0.0573,--,中高风险,0.22亿元
2421,2421,3940,银华盛世精选灵活配置混合发起式,4,0.0405,0.3496,--,中高风险,40.19亿元
2422,2422,3949,兴全稳泰债券,2,0.0064,0.0508,--,中低风险,33.14亿元
2423,2423,3954,华泰柏瑞价值精选30混合,4,-0.0549,0.069,--,中高风险,0.46亿元
2424,2424,3955,国泰民丰回报定开混合,4,0.0456,0.2789,--,中高风险,3.34亿元
2425,2425,3956,南方教育股票,1,0.1117,0.304,--,高风险,0.93亿元
2426,2426,3961,易方达瑞程灵活配置混合A,4,0.1207,0.4298,--,无,1.45亿元
2427,2427,3962,易方达瑞程灵活配置混合C,4,0.1205,0.4478,--,无,0.07亿元
2428,2428,3968,交银天益宝货币A,3,0.0021,0.026,--,低风险,0.24亿元
2429,2429,3969,交银天益宝货币E,3,0.0024,0.0285,--,低风险,45.75亿元
2430,2430,3978,中信建投稳祥A,2,0.0061,0.0609,--,中低风险,5.54亿元
2431,2431,3979,中信建投稳祥C,2,0.0058,0.0581,--,中低风险,0.00亿元
2432,2432,3980,中银证券瑞益混合A,4,-0.0242,0.0999,--,中高风险,0.50亿元
2433,2433,3981,中银证券瑞益混合C,4,-0.0247,0.0945,--,中高风险,0.07亿元
2434,2434,3984,嘉实新能源新材料股票A,1,0.0823,0.4154,--,高风险,3.57亿元
2435,2435,3985,嘉实新能源新材料股票C,1,0.0819,0.416,--,高风险,0.52亿元
2436,2436,3993,前海开源沪港深核心驱动混合,4,0.0033,0.1394,--,中高风险,1.64亿元
2437,2437,3994,华富货币B,3,0.0022,0.0265,--,低风险,24.89亿元
2438,2438,3997,泓德添利货币A,3,0.0018,0.0265,--,低风险,0.86亿元
2439,2439,3998,泓德添利货币B,3,0.002,0.029,--,低风险,2.15亿元
2440,2440,3999,富荣富祥纯债,2,0.0104,0.0822,--,中低风险,2.04亿元
2441,2441,4000,泰达睿选稳健混合,4,0.0058,0.1281,--,中高风险,0.80亿元
2442,2442,4005,东方民丰回报赢安混合A,4,-0.0001,-0.0005,--,中高风险,0.03亿元
2443,2443,4006,东方民丰回报赢安混合C,4,-0.0003,-0.0034,--,中高风险,0.07亿元
2444,2444,4008,中融鑫思路混合A,4,0.0418,0.0299,--,中高风险,0.98亿元
2445,2445,4009,中融鑫思路混合C,4,0.0417,0.0263,--,中高风险,1.00亿元
2446,2446,4010,华泰柏瑞鼎利灵活配置混合A,4,0.0564,0.1045,--,中高风险,2.08亿元
2447,2447,4011,华泰柏瑞鼎利灵活配置混合C,4,0.0568,0.1029,--,中高风险,0.00亿元
2448,2448,4020,广发景祥纯债,2,0.0044,0.043,--,无,42.38亿元
2449,2449,4025,融通收益增强债券A,2,0.0084,0.1095,--,中风险,1.89亿元
2450,2450,4026,融通收益增强债券C,2,0.0078,0.1047,--,中风险,1.29亿元
2451,2451,4027,广发景源纯债A,2,0.01,0.0622,--,无,30.78亿元
2452,2452,4028,广发景源纯债C,2,0.0095,0.0578,--,无,0.00亿元
2453,2453,4033,金鹰添荣纯债债券,2,0.0063,0.0581,--,中低风险,2.14亿元
2454,2454,4039,中欧骏泰货币,3,0.0022,0.0289,--,低风险,139.38亿元
2455,2455,4040,金鹰医疗健康产业A,1,0.0724,0.1458,--,高风险,0.07亿元
2456,2456,4041,金鹰医疗健康产业C,1,0.0714,0.1359,--,高风险,0.09亿元
2457,2457,4042,华夏鼎茂债券A,2,0.0071,0.0681,--,中低风险,12.21亿元
2458,2458,4043,华夏鼎茂债券C,2,0.0071,0.0671,--,中低风险,19.25亿元
2459,2459,4044,金鹰转型动力混合,4,0.0115,-0.0506,--,中高风险,3.23亿元
2460,2460,4046,华夏新锦顺混合A,4,0.0102,0.0217,--,无,0.00亿元
2461,2461,4047,华夏新锦顺混合C,4,0.0102,0.0206,--,无,5.32亿元
2462,2462,4048,华夏新锦汇混合A,4,0.0108,0.0322,--,无,4.46亿元
2463,2463,4049,华夏新锦汇混合C,4,--,--,--,无,0.00亿元
2464,2464,4052,华夏鼎智债券A,2,0.0054,0.0431,--,无,43.86亿元
2465,2465,4053,华夏鼎智债券C,2,0.0054,0.042,--,无,0.00亿元
2466,2466,4056,华夏惠利货币A,3,0.002,0.0276,--,无,68.24亿元
2467,2467,4059,鑫元招利债券,2,0.0075,0.0523,--,无,9.26亿元
2468,2468,4060,博时兴盛货币,3,0.0019,0.0229,--,低风险,0.56亿元
2469,2469,4061,华夏鼎隆债券A,2,0.0059,0.0508,--,无,12.39亿元
2470,2470,4062,华夏鼎隆债券C,2,0.0049,0.0462,--,无,0.00亿元
2471,2471,4065,中融量化多因子混合A,4,-0.0228,0.164,--,中高风险,0.29亿元
2472,2472,4072,金元顺安金通宝货币A,3,0.0018,0.0235,--,低风险,0.02亿元
2473,2473,4073,金元顺安金通宝货币B,3,0.002,0.0259,--,低风险,19.36亿元
2474,2474,4075,交银医药创新股票,1,0.117,0.3257,--,高风险,4.18亿元
2475,2475,4076,国联安锐意成长混合,4,0.1214,0.3333,--,中高风险,1.81亿元
2476,2476,4077,金信民发货币A,3,0.0016,0.0263,--,低风险,0.24亿元
2477,2477,4078,金信民发货币B,3,0.0018,0.0288,--,低风险,4.00亿元
2478,2478,4079,万家鑫丰纯债A,2,0.0036,0.0508,--,无,5.20亿元
2479,2479,4080,万家鑫丰纯债C,2,0.0036,0.0511,--,无,0.02亿元
2480,2480,4081,国联安鑫乾混合A,4,0.0469,0.1903,--,无,1.85亿元
2481,2481,4082,国联安鑫乾混合C,4,0.0497,0.4592,--,无,0.01亿元
2482,2482,4083,国联安鑫隆混合A,4,0.0669,0.1842,--,无,2.16亿元
2483,2483,4084,国联安鑫隆混合C,4,0.0726,0.1865,--,无,0.00亿元
2484,2484,4089,汇添富鑫瑞债券A,2,0.0055,0.0552,--,无,51.98亿元
2485,2485,4090,汇添富鑫瑞债券C,2,0.0052,0.0507,--,无,0.00亿元
2486,2486,4091,博时沪港深价值优选A,4,-0.0202,0.0283,--,中高风险,0.33亿元
2487,2487,4092,博时沪港深价值优选C,4,-0.0206,0.0232,--,中高风险,0.19亿元
2488,2488,4093,金元顺安桉盛债券A,2,0.0114,0.0723,--,中风险,1.41亿元
2489,2489,4097,农银汇理日日鑫交易型货币A,3,0.002,0.0295,--,低风险,57.24亿元
2490,2490,4098,前海开源港股通股息率50强,1,-0.0429,-0.0282,--,高风险,1.14亿元
2491,2491,4099,前海开源沪港深景气行业精选混合,4,-0.0274,0.0696,--,中高风险,0.48亿元
2492,2492,4100,鹏华安益增强混合,4,0.0068,0.0512,--,中高风险,0.67亿元
2493,2493,4101,国泰民安增益纯债A,2,0.0036,0.0306,--,中低风险,2.02亿元
2494,2494,4102,信诚稳悦债券A,2,0.0034,0.0496,--,中低风险,5.15亿元
2495,2495,4103,信诚稳悦债券C,2,0.0034,0.049,--,中低风险,0.00亿元
2496,2496,4104,信诚稳鑫A,2,0.0066,0.0622,--,中低风险,23.33亿元
2497,2497,4105,信诚稳鑫C,2,0.0064,0.0668,--,中低风险,0.00亿元
2498,2498,4106,中信保诚稳丰A,2,0.0076,0.0503,--,中低风险,15.73亿元
2499,2499,4107,中信保诚稳丰C,2,0.0074,0.0494,--,中低风险,0.00亿元
2500,2500,4108,信诚稳泰A,2,0.0058,0.0284,--,中低风险,2.52亿元
2501,2501,4109,信诚稳泰C,2,0.0057,0.0297,--,中低风险,8.07亿元
2502,2502,4112,创金合信国企活力混合,4,-0.0434,0.1097,--,中高风险,0.58亿元
2503,2503,4117,大成惠祥纯债债券,2,0.0057,0.0433,--,无,20.23亿元
2504,2504,4118,博时裕鹏纯债债券,2,0.0055,0.0475,--,中低风险,42.81亿元
2505,2505,4119,广发创新驱动灵活配置混合,4,0.0673,0.349,--,中高风险,2.26亿元
2506,2506,4120,国富安享货币,3,0.0022,0.0296,--,低风险,65.19亿元
2507,2507,4121,兴银现金添利,3,0.0019,0.0265,--,低风险,10.41亿元
2508,2508,4124,民生加银鑫升纯债,2,0.0051,0.0557,--,中低风险,23.68亿元
2509,2509,4126,浦银安盛稳健增利债券A,2,0.008,0.0579,--,中风险,7.94亿元
2510,2510,4127,鹏华丰康债券,2,0.0106,0.0772,--,中低风险,15.84亿元
2511,2511,4128,前海联合泳隆混合A,4,0.0428,0.1127,--,无,1.55亿元
2512,2512,4129,国联安鑫汇混合A,4,0.0043,0.1224,--,无,2.06亿元
2513,2513,4130,国联安鑫汇混合C,4,0.004,0.1185,--,无,0.00亿元
2514,2514,4131,国联安鑫发混合A,4,0.0756,0.1394,--,无,1.75亿元
2515,2515,4132,国联安鑫发混合C,4,0.077,0.1517,--,无,0.00亿元
2516,2516,4133,中航航行宝货币,3,0.0018,0.0237,--,低风险,1.46亿元
2517,2517,4135,申万菱信量化成长混合,4,0.0676,0.1512,--,中高风险,2.31亿元
2518,2518,4136,博时民泽纯债债券,2,0.004,0.0351,--,中低风险,69.39亿元
2519,2519,4137,博时合惠货币B,3,0.0024,0.0326,--,低风险,559.73亿元
2520,2520,4138,上银鑫达混合,4,0.0933,0.3637,--,中高风险,1.37亿元
2521,2521,4139,中邮军民融合灵活配置混合,4,0.011,0.046,--,中高风险,0.63亿元
2522,2522,4140,兴业福鑫债券,2,0.0076,0.0548,--,无,21.99亿元
2523,2523,4142,招商盛合灵活混合A,4,0.0042,0.0654,--,中高风险,0.22亿元
2524,2524,4143,招商盛合灵活混合C,4,0.0038,0.0601,--,中高风险,0.04亿元
2525,2525,4144,上投安丰回报A,4,-0.0001,0.1581,--,无,0.00亿元
2526,2526,4145,上投安丰回报C,4,-0.0003,0.1182,--,无,0.01亿元
2527,2527,4148,圆信永丰多策略,4,0.0095,0.1436,--,中高风险,9.74亿元
2528,2528,4149,博时鑫惠混合A,4,0.009,0.0413,--,中高风险,1.22亿元
2529,2529,4150,博时鑫惠混合C,4,0.009,0.0404,--,中高风险,0.01亿元
2530,2530,4151,先锋日添利A,3,0.0017,0.0238,--,低风险,0.17亿元
2531,2531,4152,先锋日添利B,3,0.0019,0.0262,--,低风险,2.48亿元
2532,2532,4153,信诚新悦回报灵活配置混合A,4,0.0605,0.1619,--,中高风险,0.20亿元
2533,2533,4154,信诚新悦回报灵活配置混合B,4,0.0604,0.1601,--,中高风险,2.33亿元
2534,2534,4155,信诚至泰灵活配置混合A,4,0.0039,0.0464,--,中高风险,0.91亿元
2535,2535,4156,信诚至泰灵活配置混合C,4,0.0037,0.0446,--,中高风险,0.17亿元
2536,2536,4157,信诚至诚灵活配置混合A,4,0.0036,-0.0425,--,中高风险,1.02亿元
2537,2537,4158,信诚至诚灵活配置混合B,4,0.0036,-0.0538,--,中高风险,0.01亿元
2538,2538,4166,东方价值挖掘灵活配置混合A,4,0.0438,0.0702,--,无,3.33亿元
2539,2539,4167,安信活期宝货币B,3,0.0023,0.0315,--,低风险,21.71亿元
2540,2540,4168,博时富嘉纯债债券,2,0.005,0.0505,--,中低风险,5.53亿元
2541,2541,4169,万家现金增利货币A,3,0.002,0.0255,--,无,0.00亿元
2542,2542,4170,万家现金增利货币B,3,0.0022,0.0274,--,无,108.32亿元
2543,2543,4171,信诚永益一年定开混合A,4,0.0085,0.0647,--,中高风险,30.66亿元
2544,2544,4172,信诚永益一年定开混合C,4,0.0081,0.0604,--,中高风险,0.00亿元
2545,2545,4173,嘉实增益宝货币,3,0.002,0.0257,--,低风险,70.78亿元
2546,2546,4175,博时鑫泰混合A,4,0.08,0.2006,--,中高风险,0.01亿元
2547,2547,4176,博时鑫泰混合C,4,0.0798,0.1995,--,中高风险,2.04亿元
2548,2548,4177,平安惠裕C,2,0.0016,-0.029,--,无,0.01亿元
2549,2549,4178,圆信永丰丰润货币A,3,0.0024,0.0263,--,低风险,0.00亿元
2550,2550,4179,圆信永丰丰润货币B,3,0.0026,0.0286,--,低风险,27.07亿元
2551,2551,4183,富国产业升级混合,4,0.0752,0.2428,--,中高风险,1.08亿元
2552,2552,4185,江信增利货币A,3,0.0018,0.0261,--,低风险,0.03亿元
2553,2553,4186,江信增利货币B,3,0.002,0.0285,--,低风险,3.87亿元
2554,2554,4189,华商消费行业股票,1,0.0125,-0.0068,--,高风险,0.52亿元
2555,2555,4198,华富天益货币A,3,0.002,0.0248,--,无,0.01亿元
2556,2556,4199,华富天益货币B,3,0.0023,0.0273,--,无,284.39亿元
2557,2557,4200,博时富瑞纯债债券,2,0.0112,0.0784,--,中低风险,2.14亿元
2558,2558,4201,华夏财富宝货币B,3,0.0023,0.0314,--,无,41.25亿元
2559,2559,4202,华夏睿磐泰兴混合,4,0.0276,0.0838,--,无,3.64亿元
2560,2560,4205,东方支柱产业灵活配置混合,4,-0.0445,-0.1183,--,中高风险,0.24亿元
2561,2561,4206,华商元亨灵活配置混合,4,0.0422,0.0059,--,中高风险,3.03亿元
2562,2562,4209,大成智惠量化多策略混合,4,0.0396,0.1686,--,中高风险,0.17亿元
2563,2563,4210,前海开源货币E,3,0.0021,0.0244,--,低风险,0.01亿元
2564,2564,4211,金鹰周期优选混合,4,0.0034,-0.031,--,中高风险,1.60亿元
2565,2565,4212,中融量化智选混合A,4,-0.0002,0.1536,--,中高风险,0.34亿元
2566,2566,4216,兴业安润货币A,3,0.002,0.0273,--,低风险,0.23亿元
2567,2567,4217,兴业安润货币B,3,0.0022,0.0298,--,低风险,450.81亿元
2568,2568,4218,前海开源裕和混合A,4,0.0134,0.0634,--,中高风险,0.26亿元
2569,2569,4219,中海添顺定期开放混合,4,-0.0011,0.0171,--,中高风险,0.06亿元
2570,2570,4220,长信纯债壹号债券C,2,0.0068,0.0448,--,中低风险,4.51亿元
2571,2571,4221,长信量化先锋混合C,4,-0.0135,0.0095,--,无,0.03亿元
2572,2572,4222,金信民旺债券A,2,0.0588,0.0637,--,中风险,0.03亿元
2573,2573,4223,金信多策略精选灵活配置,4,-0.039,0.0092,--,中高风险,1.18亿元
2574,2574,4224,南方军工改革灵活配置混合,4,0.0457,0.1704,--,中高风险,5.30亿元
2575,2575,4225,国寿安保稳诚混合A,4,0.0049,0.0481,--,中高风险,2.46亿元
2576,2576,4226,国寿安保稳诚混合C,4,0.0049,0.0473,--,中高风险,0.39亿元
2577,2577,4227,泰信鑫利混合A,4,0.005,0.0441,--,中高风险,0.10亿元
2578,2578,4228,泰信鑫利混合C,4,0.0046,0.0436,--,中高风险,0.25亿元
2579,2579,4230,永赢添益债券,2,0.0066,0.0605,--,无,41.88亿元
2580,2580,4231,中欧行业成长混合(LOF)C,4,0.0535,0.2254,--,中高风险,0.22亿元
2581,2581,4232,中欧价值发现混合C,4,-0.0213,0.061,--,中高风险,2.13亿元
2582,2582,4233,中欧盛世成长混合(LOF)C,4,0.0319,0.2106,--,中高风险,0.03亿元
2583,2583,4234,中欧数据挖掘混合C,4,0.0309,0.1586,--,中高风险,0.23亿元
2584,2584,4235,中欧价值智选混合C,4,0.0738,0.2502,--,无,0.11亿元
2585,2585,4236,中欧新动力混合(LOF)C,4,0.0602,0.2533,--,中高风险,0.02亿元
2586,2586,4237,中欧新蓝筹混合C,4,0.0328,0.3636,--,中高风险,0.24亿元
2587,2587,4238,永赢瑞益债券,2,0.0099,0.0584,--,无,28.79亿元
2588,2588,4241,中欧时代先锋股票C,1,0.0931,0.3134,--,高风险,3.63亿元
2589,2589,4244,东方周期优选灵活配置混合,4,-0.0533,0.1016,--,中高风险,0.23亿元
2590,2590,4246,德邦锐乾债券A,2,0.0094,0.0544,--,中低风险,10.22亿元
2591,2591,4247,德邦锐乾债券C,2,0.0092,0.0549,--,中低风险,0.00亿元
2592,2592,4249,安信中国制造2025混合,4,0.0061,0.1259,--,中高风险,0.83亿元
2593,2593,4250,银河量化优选混合,4,-0.0074,0.1335,--,中高风险,0.52亿元
2594,2594,4251,华夏惠利货币B,3,0.0022,0.0301,--,无,0.30亿元
2595,2595,4252,国泰安益灵活配置混合C,4,0.0554,0.1105,--,无,0.01亿元
2596,2596,4258,国寿安保稳嘉混合A,4,0.0278,0.1098,--,无,2.89亿元
2597,2597,4259,国寿安保稳嘉混合C,4,0.0277,0.1085,--,无,0.07亿元
2598,2598,4260,德邦稳盈增长灵活配置混合,4,0.0538,0.0738,--,中高风险,1.89亿元
2599,2599,4261,招商招禧宝货币A,3,0.0021,0.0278,--,低风险,40.83亿元
2600,2600,4262,招商招禧宝货币B,3,0.0023,0.0303,--,低风险,11.77亿元
2601,2601,4263,华安沪港深机会灵活配置混合,4,0.0138,0.2041,--,中高风险,5.11亿元
2602,2602,4264,海富通瑞合纯债,2,0.0046,0.0541,--,中低风险,2.06亿元
2603,2603,4265,金鹰民丰回报定期开放混合,4,0.0093,0.0791,--,中高风险,1.95亿元
2604,2604,4266,招商沪港深科技创新混合,4,0.0047,0.0222,--,中高风险,0.18亿元
2605,2605,4267,金鹰持久增利债券(LOF)E,2,0.022,0.0685,--,中风险,0.04亿元
2606,2606,4270,汇添富民丰回报混合A,4,0.0119,0.0793,--,中高风险,0.55亿元
2607,2607,4271,汇添富民丰回报混合C,4,0.0115,0.0882,--,中高风险,0.24亿元
2608,2608,4272,中融量化小盘股票A,1,-0.0425,-0.007,--,高风险,0.18亿元
2609,2609,4273,中融量化小盘股票C,1,-0.0426,-0.0089,--,高风险,0.02亿元
2610,2610,4274,浦银安恒回报定开混合A,4,0.0003,0.0749,--,中高风险,1.74亿元
2611,2611,4275,浦银安恒回报定开混合C,4,-0.0004,0.0705,--,中高风险,0.45亿元
2612,2612,4278,东方红智逸沪港深定开混合,4,0.004,0.0536,--,中高风险,24.23亿元
